,centroid-0,centroid-1,frame,label,set,solution
0,0.025331521034240724,0.5546504211425781,0,0,0,0
1,0.0399650510152181,0.6321379597981771,0,0,0,0
2,0.0742713991800944,0.02588491916656494,0,0,0,0
3,0.08177034378051758,0.5013427225748698,0,0,0,0
4,0.10903695424397787,0.08209843317667644,0,0,0,0
5,0.12036280314127604,0.10640436808268229,0,0,0,0
6,0.1342617925008138,0.879868876139323,0,0,0,0
7,0.16735453287760416,0.7001030985514323,0,0,0,0
8,0.1855642318725586,0.6217996215820313,0,0,0,0
9,0.19364849090576172,0.7323345947265625,0,0,0,0
10,0.2025991439819336,0.3119878641764323,0,0,0,0
11,0.20721880594889322,0.03714615821838379,0,0,0,0
12,0.21697616577148438,0.8026746622721355,0,0,0,0
13,0.22110064188639322,0.4536524963378906,0,0,0,0
14,0.22008084615071616,0.6626976013183594,0,0,0,0
15,0.2277392832438151,0.07645908355712891,0,0,0,0
16,0.2444188435872396,0.41979146321614585,0,0,0,0
17,0.24791058858235676,0.6208965555826823,0,0,0,0
18,0.2627009582519531,0.4677195739746094,0,0,0,0
19,0.26892677307128904,0.8539162190755208,0,0,0,0
20,0.28136876424153645,0.7884148152669271,0,0,0,0
21,0.2783307139078776,0.8107201639811198,0,0,0,0
22,0.3024431355794271,0.14063067118326822,0,0,0,0
23,0.3133365631103516,0.5155294799804687,0,0,0,0
24,0.3279399871826172,0.4394384256998698,0,0,0,0
25,0.3412146504720052,0.21306971232096353,0,0,0,0
26,0.3404912312825521,0.29541737874348956,0,0,0,0
27,0.36794222513834635,0.039054555892944334,0,0,0,0
28,0.375059331258138,0.1281870142618815,0,0,0,0
29,0.3736826833089193,0.6532325236002604,0,0,0,0
30,0.3751932525634766,0.8900578816731771,0,0,0,0
31,0.38274574279785156,0.7358773295084635,0,0,0,0
32,0.40918660481770835,0.14210099538167317,0,0,0,0
33,0.40560885111490885,0.37222262064615885,0,0,0,0
34,0.4272217814127604,0.10661959966023762,0,0,0,0
35,0.42979141235351564,0.6737255350748698,0,0,0,0
36,0.4401416524251302,0.4458714803059896,0,0,0,0
37,0.49301686604817707,0.8833793131510417,0,0,0,0
38,0.50106201171875,0.7124008178710938,0,0,0,0
39,0.5070785013834636,0.6839167785644531,0,0,0,0
40,0.5144501749674479,0.6492034912109375,0,0,0,0
41,0.5316548665364583,0.8152365620930989,0,0,0,0
42,0.5403629557291667,0.5200025431315104,0,0,0,0
43,0.5461639912923177,0.4329496765136719,0,0,0,0
44,0.5696857198079427,0.019759654998779297,0,0,0,0
45,0.5891881306966146,0.8901365152994791,0,0,0,0
46,0.5970660400390625,0.6298568216959636,0,0,0,0
47,0.6056343078613281,0.30972735087076825,0,0,0,0
48,0.61263671875,0.6595862325032552,0,0,0,0
49,0.6184352620442708,0.041472819646199546,0,0,0,0
50,0.6235868835449219,0.9159192911783854,0,0,0,0
51,0.6299571736653646,0.148310546875,0,0,0,0
52,0.6412460327148437,0.3368689727783203,0,0,0,0
53,0.6514429728190104,0.17612247467041015,0,0,0,0
54,0.6555945841471355,0.7054734802246094,0,0,0,0
55,0.6615787251790365,0.508920644124349,0,0,0,0
56,0.6764316813151041,0.1099386469523112,0,0,0,0
57,0.6898099772135416,0.29708226521809894,0,0,0,0
58,0.6893629455566406,0.4746327718098958,0,0,0,0
59,0.7155859375,0.3661334482828776,0,0,0,0
60,0.7180692036946614,0.5143181864420573,0,0,0,0
61,0.7300380452473958,0.26994893391927083,0,0,0,0
62,0.7591717529296875,0.9190766398111979,0,0,0,0
63,0.7802280171712239,0.9556257120768229,0,0,0,0
64,0.8031805419921875,0.7728969319661458,0,0,0,0
65,0.8375553385416666,0.07114956537882487,0,0,0,0
66,0.8360522969563802,0.6283389282226562,0,0,0,0
67,0.8561349487304688,0.3739739481608073,0,0,0,0
68,0.854089864095052,0.9307000732421875,0,0,0,0
69,0.8619205729166667,0.42569974263509114,0,0,0,0
70,0.8635521443684896,0.8764026896158854,0,0,0,0
71,0.8696820068359375,0.09461436589558919,0,0,0,0
72,0.8874585978190104,0.505568593343099,0,0,0,0
73,0.8928337605794271,0.45696975708007814,0,0,0,0
74,0.9271593221028646,0.780521748860677,0,0,0,0
75,0.9504351806640625,0.04387425104777018,0,0,0,0
76,0.9570492553710938,0.7793689473470052,0,0,0,0
77,0.9517140706380208,0.9459507242838542,0,0,0,0
78,0.9673697916666667,0.5180909220377604,0,0,0,0
79,0.025185794830322267,0.5543677775065105,1,0,0,0
80,0.03942657788594564,0.6328559366861979,1,0,0,0
81,0.07406405766805013,0.027201496760050455,1,0,0,0
82,0.08051621754964193,0.5015761820475261,1,0,0,0
83,0.10824574788411458,0.10878668467203777,1,0,0,0
84,0.11313958485921224,0.08248915354410807,1,0,0,0
85,0.1334260559082031,0.8812730916341146,1,0,0,0
86,0.16798377990722657,0.7018144226074219,1,0,0,0
87,0.18265368143717448,0.6233983357747396,1,0,0,0
88,0.1918536376953125,0.7337061564127604,1,0,0,0
89,0.20506978352864583,0.3138725026448568,1,0,0,0
90,0.22153780619303384,0.4542903137207031,1,0,0,0
91,0.2200725301106771,0.6007219950358073,1,0,0,0
92,0.2186522420247396,0.6673462422688802,1,0,0,0
93,0.21872169494628907,0.8036807250976562,1,0,0,0
94,0.23428359985351563,0.029293365478515625,1,0,0,0
95,0.24582176208496093,0.4188560485839844,1,0,0,0
96,0.2489789581298828,0.6264920043945312,1,0,0,0
97,0.25766827901204425,0.8135916137695313,1,0,0,0
98,0.26538902282714844,0.4696977233886719,1,0,0,0
99,0.2693436177571615,0.8581496175130209,1,0,0,0
100,0.28284525553385415,0.8086163838704427,1,0,0,0
101,0.30369501749674477,0.14258756001790365,1,0,0,0
102,0.3135255177815755,0.5201361592610677,1,0,0,0
103,0.32791712443033855,0.43969492594401044,1,0,0,0
104,0.33472249348958333,0.29511077880859377,1,0,0,0
105,0.3427971903483073,0.2151927947998047,1,0,0,0
106,0.3672377777099609,0.04012644131978353,1,0,0,0
107,0.36761322021484377,0.6548591613769531,1,0,0,0
108,0.3745712534586589,0.12779969533284505,1,0,0,0
109,0.37489044189453125,0.8935993448893229,1,0,0,0
110,0.38190882364908857,0.736530049641927,1,0,0,0
111,0.40423873901367186,0.3687520090738932,1,0,0,0
112,0.4085685729980469,0.14003673553466797,1,0,0,0
113,0.42701563517252605,0.10672495524088542,1,0,0,0
114,0.42960830688476564,0.6731964619954427,1,0,0,0
115,0.4399598693847656,0.4469954935709635,1,0,0,0
116,0.46231236775716145,0.016948935190836588,1,0,0,0
117,0.4926111348470052,0.8841942342122396,1,0,0,0
118,0.500997568766276,0.7130175272623698,1,0,0,0
119,0.5099079386393229,0.6860373942057292,1,0,0,0
120,0.5189493306477865,0.6461677042643229,1,0,0,0
121,0.522312978108724,0.821170399983724,1,0,0,0
122,0.5406672159830729,0.5156830342610678,1,0,0,0
123,0.5456036376953125,0.43431157430013023,1,0,0,0
124,0.5692277526855469,0.01986489454905192,1,0,0,0
125,0.5883774820963542,0.8902999877929687,1,0,0,0
126,0.6055291748046875,0.3093096669514974,1,0,0,0
127,0.6056186930338542,0.6260836283365886,1,0,0,0
128,0.6174879964192709,0.04033556938171387,1,0,0,0
129,0.6139119974772136,0.6592115783691406,1,0,0,0
130,0.6236810302734375,0.9173499552408854,1,0,0,0
131,0.631595204671224,0.14708198547363283,1,0,0,0
132,0.64220703125,0.3393072001139323,1,0,0,0
133,0.6547683715820313,0.17811561584472657,1,0,0,0
134,0.6621282958984375,0.5110062662760416,1,0,0,0
135,0.6590094502766927,0.707561289469401,1,0,0,0
136,0.6762400817871094,0.10832168579101563,1,0,0,0
137,0.6743222554524739,0.6820294698079427,1,0,0,0
138,0.6893085734049479,0.29723780314127607,1,0,0,0
139,0.6883955383300782,0.47638570149739584,1,0,0,0
140,0.6974340311686198,0.5287306722005208,1,0,0,0
141,0.7165594482421875,0.3652409871419271,1,0,0,0
142,0.7185717264811198,0.5138071695963542,1,0,0,0
143,0.7295744832356771,0.27033040364583333,1,0,0,0
144,0.7585210164388021,0.9195525105794271,1,0,0,0
145,0.7757533264160156,0.9583918253580729,1,0,0,0
146,0.8025376892089844,0.7731300354003906,1,0,0,0
147,0.8374179585774739,0.07166282018025716,1,0,0,0
148,0.8556748453776042,0.37502421061197916,1,0,0,0
149,0.85290283203125,0.9312845865885416,1,0,0,0
150,0.862325439453125,0.4277373250325521,1,0,0,0
151,0.863616231282552,0.8771332804361979,1,0,0,0
152,0.8703241984049479,0.09409913380940756,1,0,0,0
153,0.8888009643554687,0.5031718444824219,1,0,0,0
154,0.8927001953125,0.4570751444498698,1,0,0,0
155,0.9261921183268229,0.7818304443359375,1,0,0,0
156,0.9501943969726563,0.045918334325154624,1,0,0,0
157,0.9491653442382812,0.5189803568522136,1,0,0,0
158,0.9532598876953124,0.9455520629882812,1,0,0,0
159,0.9572244262695313,0.7791407775878906,1,0,0,0
160,0.972482198079427,0.51696044921875,1,0,0,0
161,0.02557172457377116,0.5544099426269531,2,0,0,0
162,0.03996598561604818,0.6339136759440104,2,0,0,0
163,0.07420571645100911,0.02711136817932129,2,0,0,0
164,0.08106420516967773,0.507250010172526,2,0,0,0
165,0.1089406967163086,0.08162492116292318,2,0,0,0
166,0.11615042368570963,0.10338359196980794,2,0,0,0
167,0.13317227681477864,0.8818027750651042,2,0,0,0
168,0.16828038533528647,0.7029689025878906,2,0,0,0
169,0.18283521016438803,0.6237183125813802,2,0,0,0
170,0.19211308797200521,0.7333621724446615,2,0,0,0
171,0.20734612782796225,0.31563873291015626,2,0,0,0
172,0.21428998311360678,0.039600340525309245,2,0,0,0
173,0.22251622517903646,0.4557758585611979,2,0,0,0
174,0.2204034932454427,0.600673319498698,2,0,0,0
175,0.22037089029947918,0.6682961018880208,2,0,0,0
176,0.21962300618489583,0.8036602274576823,2,0,0,0
177,0.23371622721354166,0.03322328567504883,2,0,0,0
178,0.24640220642089844,0.4177885945638021,2,0,0,0
179,0.24933746337890625,0.6265265401204427,2,0,0,0
180,0.2548929595947266,0.8142860921223959,2,0,0,0
181,0.2652409362792969,0.47066121419270834,2,0,0,0
182,0.2693954213460286,0.859598388671875,2,0,0,0
183,0.27805697123209633,0.7839916483561198,2,0,0,0
184,0.2861361948649089,0.8108184814453125,2,0,0,0
185,0.30407615661621096,0.142552490234375,2,0,0,0
186,0.31371269226074217,0.5201620483398437,2,0,0,0
187,0.3259118906656901,0.44017547607421875,2,0,0,0
188,0.333583501180013,0.29940340677897137,2,0,0,0
189,0.34594019571940104,0.21609545389811197,2,0,0,0
190,0.3672149403889974,0.04099185307820638,2,0,0,0
